"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments","genus_cleaned","category"
"Tonganosaurus hei","Tonganosaurus hei","Li et al.",2010,"K. Li, C.-Y. Yang, and J. Liu, Z.-X. Wang. 2010. [A new sauropod from the Lower Jurassic of Huili, Sichuan, China]. Vertebrata PalAsiatica 48(3):185-202","Chordata","Saurischia","Sauropoda","Mamenchisauridae","Tonganosaurus",33949,171375,"William Foster",NA,"Chinese & English","dinosauria","valid","The town of Tong爷 an in the south of Sichuan Province","China","China","Museum of Chengdu University of Technology","MCDUT 14454","person","N/A","He Xinlu","male","assumed from ending","China","inferred from paper","The specific name, hei, refers to He Xinlu, who spent a lifetime in dinosaur research.","location/geography","","","","","","","The generic name is from the type locality of Tonganosaurus, Tong爷an, Hui鄄li, Sichuan","China; China; China; China","China; China; China; China","Emanuel Tschopp, Thomas Halliday (added museum)",FALSE,"","Tonganosaurus","sp"
"Tongtianlong limosus","Tongtianlong limosus","Lü et al.",2016,"J. Lü, R. Chen, and S. L. Brusatte, Y. Zhu, C. Shen. 2016. A Late Cretaceous diversification of Asian oviraptorid dinosaurs: evidence from a new species preserved in an unusual posture. Scientific Reports 6:35780:1-12","Chordata","Saurischia","Avetheropoda","Oviraptoridae","Tongtianlong",60788,347524,"William Foster",NA,"","dinosauria","valid","The building site of the No. 3 high school of Ganxian (GPS coordinates are provided on request from the first author)","China","China","Dongyang Museum, Dongyang City, Zhejiang Province.","DYM-2013-8","environmental conditions","Latin","","","","","","Limosus, Latin for muddy, refers to the holotype specimen being found in an unusual posture in a mudstone","location/geography","Chinese","","","","","","Tongtian, Chinese Pinyin, refers to Tongtianyan of Ganzhou, the first grotto south of the Yangtze River. Tongtian also means the road to heaven, a fitting epitaph for a deceased dinosaur preserved with outstretched arms. Long, Chinese Pinyin for dragon.","China; China; UK; China; China","China; China; UK; China; China","",FALSE,"","Tongtianlong","sp"
"Tornieria africana","Tornieria africana","Fraas",1908,"E. Fraas. 1908. Ostafrikanische Dinosaurier [East African dinosaurs]. Palaeontographica 55(61):105-144","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Tornieria",51607,64727,"Thomas Halliday","","","dinosauria","valid","Tendaguru Hill","Tanzania","Germany","State Museum of Natural History, Stuttgart","SMNS 12140-12143, 12145a","location/geography","","","","","","","""African""","person","","Gustav Tornier","","","Germany (born in what was then Prussia but is now part of Poland)","","German zoologist who organised the Tendaguru Expedition of 1910-1912","Germany","Germany","",FALSE,"Originally incorrectly named Gigantosaurus. Was briefly assigned to Tornieria, named for another German scientist, Gustav Tornier.","Tornieria","sp"
"Tornieria","","Janensch",1929,"W. Janensch. 1929. Material und Formegehalt der Sauropoden in der Ausbeute der Tendaguru-Expedition, 1909-1912 [Material and figured content of sauropods in the yield of the Tendaguru Expedition, 1909-1912]. Palaeontographica, Supplement VII (1) 2(1):3-34","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Tornieria",12585,NA,"Nussaïbah B. Raja","","","","","","","","","","","","","","","","","","person","","Gustav Tornier","","","Germany (born in what was then Prussia but is now part of Poland)","","German zoologist who organised the Tendaguru Expedition of 1910-1912","Germany","Germany","",FALSE,"duplicate","Tornieria","gen"
"Torosaurus gladius","Torosaurus latus","Marsh",1891,"O. C. Marsh. 1891. Notice of new vertebrate fossils. The American Journal of Science, series 3 42:265-269","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus",12251,NA,"Thomas Halliday","","","dinosauria","objective synonym of","North side of Lightning Creek","USA","USA","Yale Peabody Museum","YPM 1831","morphological characteristics","","","","","","","""sword""","morphological characteristics","Greek","","","","","","From ""toreo"", Greek, meaning ""pierced"", in reference to the frill","USA","USA","",FALSE,"","Torosaurus","sp"
"Torosaurus latus","Torosaurus latus","Marsh",1891,"O. C. Marsh. 1891. Notice of new vertebrate fossils. The American Journal of Science, series 3 42:265-269","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus",12251,63773,"Thomas Halliday","","","dinosauria","valid","North side of Lightning Creek","USA","USA","Yale Peabody Museum","YPM 1830","morphological characteristics","","","","","","","""wide""","morphological characteristics","Greek","","","","","","From ""toreo"", Greek, meaning ""pierced"", in reference to the frill","USA","USA","",FALSE,"","Torosaurus","sp"
"Torosaurus","","Gilmore",1946,"C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus",12090,NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:8EA97E88-6870-4934-80E0-1FF111F69CAC","","","","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","From ""toreo"", Greek, meaning ""pierced"", in reference to the frill","USA","USA","",FALSE,"duplicate; Not actually the genus Gilmore used, which was Arrhinoceratops","Torosaurus","gen"
"Torosaurus utahensis","Torosaurus utahensis","Gilmore",1946,"C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus",12090,65132,"Thomas Halliday","","English","dinosauria","valid","West side of North Horn Mountain, Emery County, Utah","USA","USA","US National Museum","USNM 15583","location/geography","","","","","","","Named for Utah, where it was found","morphological characteristics","Greek","","","","","","From ""toreo"", Greek, meaning ""pierced"", in reference to the frill","USA","USA","",FALSE,"","Torosaurus","sp"
"Torotix clemensi","Torotix clemensi","Brodkorb",1963,"P. Brodkorb. 1963. Birds from the Upper Cretaceous of Wyoming. Proceedings of the XIII International Ornithological Congress","Chordata","Aves","Pelecaniformes","NO_FAMILY_SPECIFIED","Torotix",33900,141072,"Thomas Halliday","","English","aves","valid","Lance Creek, Niobrara County, Wyoming","USA","USA","University of California Museum of Paleontology","UCMP 53958","person","","William Clemens","","","USA","retrieved from external source","Noted palaeontologist","other","Greek","","","","","","An imitation of a bird's cry, attributed to the flamingo by Aristophanes","USA","USA","",FALSE,"","Torotix","sp"
"Torvosaurus tanneri","Torvosaurus tanneri","Galton and Jensen",1979,"P. M. Galton and J. A. Jensen. 1979. A new large theropod dinosaur from the Upper Jurassic of Colorado. Brigham Young University Geology Studies 26(1):1-12","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Torvosaurus",12264,53375,"William Foster",NA,"English","dinosauria","valid","Dry Mesa Quarry, Montrose County, Colorado","USA","USA","Brigham Young University","BYU 2002","person","","N. Eldon Tanner","male","assumed from ending","Canada","retrieved from external source","leader of The Church of Jesus Christ of Latter-day Saints ","behavioural characteristics","Latin","","","","","","torvus (latin) savage, cruel, wild, ","USA; USA","USA; USA","",FALSE,"","Torvosaurus","sp"
"Torvosaurus gurneyi","Torvosaurus gurneyi","Hendrickx and Mateus",2014,"C. Hendrickx and O. Mateus. 2014. Torvosaurus gurneyi n. sp., the largest terrestrial predator from Europe, and a proposed terminology of the maxilla anatomy in nonavian theropods. PLoS ONE 9(3):e88905:1-25","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Torvosaurus",50323,289557,"William Foster","urn:lsid:zoobank.org:act:189C1060-7887-4837-9E30-870079E2B2B9","","dinosauria","valid","Cliffs of Praia da Vermelha, Lourinhã, Portugal.","Portugal","Portugal","Museu da Lourinhã, Lourinhã, Portugal","ML1100","person","N/A","James Gurney","male","assumed from ending","USA","inferred from paper","In honor of the paleoartist James Gurney, creator of the utopic world of Dinotopia.","behavioural characteristics","Latin","","","","","","torvus (latin) savage, cruel, wild, ","Portugal; Portugal","Portugal; Portugal","",FALSE,"","Torvosaurus","sp"
"Tototlmimus packardensis","Tototlmimus packardensis","Serrano-Brañas et al.",2016,"C. I. Serrano-Brañas, E. Torres-Rodríguez, and P. C. Reyes-Luna, I. González-Ramírez, C. González-León. 2016. A new ornithomimid dinosaur from the Upper Cretaceous Packard Shale formation (Cabullona Group) Sonora, México. Cretaceous Research 58(1):49-62","Chordata","Saurischia","Avetheropoda","Ornithomimidae","Tototlmimus",60599,347160,"William Foster","urn:lsid:zoobank.org:act:5AFECA75-6F59-412C-A8F1-38360BE905F5","","dinosauria","valid","A locality 1 km east-southeast of rancho Corral de Enmedio.","Mexico","Mexico","Estación Regional del Noroeste, Hermosillo, Sonora, Mexico","ERNO 8553","location/geography","N/A","","","","","","Referring to its occurrence in the Packard Shale Formation.","morphological characteristics","Náhuatl ","","","","","","The generic name is based on Tototl which is the Náhuatl word for bird; Greek mimus refers to mimic.","Mexico; Mexico; Canada; Mexico; Mexico","Mexico; Mexico; Canada; Mexico; Mexico","",FALSE,"","Tototlmimus","sp"
"Toyamasauripus masuiae","Toyamasauripus masuiae","Matsukawa et al.",1997,"M. Matsukawa, T. Hamuro, and T. Mizukami, S. Fujii. 1997. First trackway evidence of gregarious dinosaurs from the Lower Cretaceous Tetori Group of eastern Toyama prefecture, central Japan. Cretaceous Research 18:603-619","Chordata","Reptilia","Eosuchia","NO_FAMILY_SPECIFIED","Toyamasauripus",29368,142972,"William Foster",NA,"English","trace","valid","Toyama, Japan","Japan","Japan","Tokyu Gakugei University","TGUSE-DT 1001","person","","Mrs Masui Hamuro","female","based on paper","Japan","inferred from paper","After Mrs Masui Hamuro, wife of Toshikazu Hamuro, one of the authors","location/geography","","","","","","","Originating from Toyama Prefecture, Japan","Japan; Japan; Japan; Japan","Japan; Japan; Japan; Japan","",FALSE,"","Toyamasauripus","sp"
"Trachodon longiceps","Edmontosaurus annectens","Marsh",1890,"O. C. Marsh. 1890. Additional characters of the Ceratopsidae, with notice of new Cretaceous dinosaurs. American Journal of Science 39:418-426","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Trachodon",NA,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Laramie Formation of Wyoming","USA","USA","Yale Peabody Museum","YPM 616","morphological characteristics","","","","","","","Latin, longi, ""long"" and Latin, -ceps, ""head."" Long head.","morphological characteristics","Greek","","","","","","""Rough tooth""","USA","USA","",TRUE,"Genus from Creisler's Dinosauria Translation Guide","Trachodon","sp"
"Trachodon annectens","Edmontosaurus annectens","Osborn",1911,"H. F. Osborn. 1911. A dinosaur mummy. The American Museum Journal 11(1):6-11","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Trachodon",34576,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""rough tooth""","USA","USA","",FALSE,"","Trachodon","sp"
"Trachodon amurense","Mandschurosaurus amurensis","Godefroit et al.",2004,"P. Godefroit, Y. L. Bolotsky, and J. Van Itterbeeck. 2004. The lambeosaurine dinosaur Amurosaurus riabinini, from the Maastrichtian of Far Eastern Russia. Acta Palaeontologica Polonica 49(4):575-618","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Trachodon",12501,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""rough tooth""","Belgium; Russia; the Netherlands","Belgium; Russia; the Netherlands","",FALSE,"duplicate","Trachodon","sp"
"Trachoolithus faticanus","Trachoolithus faticanus","Amo Sanjuán et al.",2000,"O. Amo Sanjuán, J. I. Canudo, and G. Cuenca-Bescós. 2000. First record of elongatoolithid eggshells from the lower Barremian (Lower Cretaceous) of Europe (Cuesta Corrales 2, Galve Basin, Teruel, Spain). First International Symposium on Dinosaur Eggs and Babies, Isona i Conda Dellà, Spain, Extended Abstracts","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Trachoolithus",17693,81710,"William Foster",NA,"","egg","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,"not mentioned in this article, wrong ref","Trachoolithus","sp"
"Tralkasaurus cuyi","Tralkasaurus cuyi","Cerroni et al.",2020,"M. A. Cerroni, M. J. Motta, and F. L. Agnolín, A. M. Aranciaga Rolando, F. Brissón Egli, F. E. Novas. 2020. A new abelisaurid from the Huincul Formation (Cenomanian-Turonian; Upper Cretaceous) of Río Negro province, Argentina. Journal of South American Earth Sciences 98:102445:1-10","Chordata","Saurischia","NO_ORDER_SPECIFIED","Abelisauridae","Tralkasaurus",79633,450833,"Thomas Wong Hearing","urn:lsid:zoobank.org:act:833C364B-335F-42DC-9153-C8AF602B0F1E","English","dinosauria","valid","The material here described was found at the Violante farm (39°23′52.37″S, 68°37′4.30″W). This fossil site is located at southeast of the Ezequiel Ramos-Mexía lake, in the northwest of Río Negro province, Argentina","Argentina","Argentina","Colección Paleontología de Vertebrados, Museo Provincial “Carlos Ameghino”, Rio Negro, Argentina","MPCA-Pv 815","location/geography","Spanish","","","","","","cuyi, because the only known specimen comes from the El Cuy geographical area at Rio Negro province, Argentina","other","Mapudungun","","","","","","Tralka, means thunder in Mapudungun language, saurus means lizard in Ancient Greek","Argentina; Argentina; Argentina","Argentina; Argentina; Argentina","",FALSE,"No reason given for use of ""thunder"" from Mapudungan languange","Tralkasaurus","sp"
"Tratayenia rosalesi","Tratayenia rosalesi","Porfiri et al.",2018,"J. D. Porfiri, R. D. Juárez Valieri, and D. D. D. Santos, M. C. Lamanna. 2018. A new megaraptoran theropod dinosaur from the Upper Cretaceous Bajo de la Carpa Formation of northwestern Patagonia. Cretaceous Research 89:302-319","Chordata","Saurischia","Avetheropoda","Megaraptoridae","Tratayenia",66748,376162,"Bryan Gee","urn:lsid:zoobank.org:act:FEF33B2C-4A95-4BD2-87C1-5DBAB14055BD","","dinosauria","valid","Los Pilares-Tratayén; Neuquén Province","Argentina","Argentina","Museo de Ciencias Naturales, Universidad Nacional del Comahue","MUCPv 1162","person","N/A","Diego Rosales","","","Argentina","","Discoverer of specimen","location/geography","Spanish","","","","","","""Genus name for Tratayén, the locality where the holotype was collected""","Argentina (JDP); Argentina (JDP); Argentina (RDJV); Argentina (DDDS); Argentina (DDDS); USA (MCL)","Argentina (JDP); Argentina (JDP); Argentina (RDJV); Argentina (DDDS); Argentina (DDDS); USA (MCL)","",FALSE,"","Tratayenia","sp"
"Traukutitan eocaudata","Traukutitan eocaudata","Juárez Valieri and Calvo",2011,"R. D. Juárez Valieri and J. O. Calvo. 2011. Revision of MUCPv 204, a Senonian basal titanosaur from northern Patagonia.  In J. O. Calvo, J. D. Porfiri, B. J. González Riga, D. Dos Santos (eds.), Dinosaurios y Paleontología desde América Latina. Anales del III Congreso Latinoamericano de Paleontología. Editorial de la Universidad Nacional de Cuyo, Neuquén","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Traukutitan",34687,174550,"William Foster","urn:lsid:zoobank.org:act:37E7186A-D017-4770-8902-517006838458","English","dinosauria","valid","Sitio Trauku, 5 km southwestern to the Centro Paleontológico Lago Barreales, northern coast of Los Barreales lake, Neuquén Province, Argentina","Argentina","Argentina","Universidad Nacional del Comahue","MUCPv 204","morphological characteristics","Greek; Latin","","","","","","Eocaudata, in reference to the basal morphology displayed in the middle caudal vertebrae present in this form.","folklore/religion","Araucanian","","","","","","From Trauku, the araucanian mountain spirit, usually represented like a giant; titan is the name of the greek mythological giants.","Argentina; Argentina","Argentina; Argentina","",FALSE,"","Traukutitan","sp"
"Triceratops","","Marsh",1889,"O. C. Marsh. 1889. Notice of new American Dinosauria. The American Journal of Science and Arts, series 3 38:331-336","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",10620,NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:2DD57D91-DA07-4BDF-AD6B-031ACEAFDA40","","","","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"duplicate","Triceratops","gen"
"Triceratops flabellatus","Triceratops horridus","Marsh",1889,"O. C. Marsh. 1889. Notice of gigantic horned Dinosauria from the Cretaceous. American Journal of Science 38:173-175","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",NA,NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:D79CED03-096B-4DD3-83A7-1F99892C5D8F","","dinosauria","junior","Lance Formation","USA","USA","Yale Peabody Museum","YPM 1821","morphological characteristics","Latin","","","","","","Latin, flabellatus, ""fan-like.""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops horridus","Triceratops horridus","Marsh",1889,"O. C. Marsh. 1889. Notice of gigantic horned Dinosauria from the Cretaceous. American Journal of Science 38:173-175","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",7835,63759,"Thomas Halliday","","","dinosauria","valid","Buck Creek pens, Lance Fm, Wyoming","USA","USA","Yale Peabody Museum","YPM 1820","other","","","","","","","""rough/rude/frightful""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops prorsus","Triceratops prorsus","Marsh",1890,"O. C. Marsh. 1890. Description of new dinosaurian reptiles. The American Journal of Science, series 3 39:81-86","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",12250,63770,"Thomas Halliday","urn:lsid:zoobank.org:act:16FF6EA4-CCBA-4403-A1F4-4786EDCF2D18","","dinosauria","valid","Laramie beds of Wyoming","USA","USA","Yale Peabody Museum, Connecticut","YPM 1822","morphological characteristics","","","","","","","""forward-pointing""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops serratus","Triceratops horridus","Marsh",1890,"O. C. Marsh. 1890. Description of new dinosaurian reptiles. The American Journal of Science, series 3 39:81-86","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",NA,NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:52300387-19A8-4132-B951-3D3330299ECA","","dinosauria","junior","Laramie Formation","USA","USA","Yale Peabody Museum","YPM 1823","morphological characteristics","Latin","","","","","","Latin, serratus, ""serrated.","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops elatus","Triceratops horridus","Marsh",1891,"O. C. Marsh. 1891. Notice of new vertebrate fossils. The American Journal of Science, series 3 42:265-269","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",NA,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Laramie Formation","USA","USA","United States National Museum","USNM 1201","other","","","","","","","Latin, elatus, ""lofty, proud, high.""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops calicornis","Triceratops horridus","Marsh",1898,"O. C. Marsh. 1898. New species of Ceratopsia. American Journal of Science 4:92","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",NA,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Lance Formation","USA","USA / France","United States National Museum / Musée National d'Histoire Naturelle","USNM 4928 (now MNHN 1912.20)","morphological characteristics","Greek/Latin","","","","","","Greek, cali, ""beautiful"" and Latin, corneus, ""horn, made of horn.""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops obtusus","Triceratops horridus","Marsh",1898,"O. C. Marsh. 1898. New species of Ceratopsia. American Journal of Science 4:92","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",NA,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Lance Formation","USA","USA","United States National Museum","USNM 4720","morphological characteristics","Latin","","","","","","Latin, obtusus, ""blunt.""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops brevicornus","Triceratops horridus","Hatcher",1905,"J. B. Hatcher and R. S. Lull. 1905. Two new Ceratopsia from the Laramie of Converse County, Wyoming. The American Journal of Science, series 4 20(120):413-419","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",14728,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Lance Formation","USA","USA (now Germany)","Yale Peabody Museum / Bayerische Stattssammlung fur Palaontologie und Historische Geologie","YPM 1834 (now BSP 1964 I 458)","morphological characteristics","","","","","","","Latin, brevis, ""short"" and Latin, cornus, ""horn.""","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"""The most important taxonomic study of Triceratops since 1907 was published in 1986 by John Ostrom, with the co-authorship of Peter Wellnhofer of the Bavarian State Museum of Paleontology and Historical Geology in Munich. John Ostrom is the distinguished successor to O. C. Marsh and R. S. Lull at the Yale Peabody Museum, as well as the scientific heir to the Yale half of Marsh's great collection of horned dinosaurs (the other portion residing at the Smithsonian). Horned dinosaurs are not common fossils in Europe; in fact, they are nonexistent. However, a fine specimen of Triceratops, the type and only specimen of Triceratops brevicornus, was traded to the Bavarian Museum in 1964 for permanent exhibition there.""","Triceratops","sp"
"Triceratops eurycephalus","Triceratops horridus","Schlaikjer",1935,"E. M. Schlaikjer. 1935. Contributions to the stratigraphy and palaeontology of the Goshen Hole area, Wyoming. II. The Torrington Member of the Lance Formation and a study of a new Triceratops. Bulletin of the Museum of Comparative Zoology 7(2):31-68","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",53992,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Lance Formation","USA","USA","Museum of Comparative Zoology","MCZ 1102","morphological characteristics","Greek","","","","","","Greek: ευρύς - wide; κεφαλή - head","morphological characteristics","Greek","","","","","","""Three horned face""","USA","USA","",FALSE,"","Triceratops","sp"
"Triceratops albertensis","Triceratops horridus","Sternberg",1949,"C. M. Sternberg. 1949. The Edmonton fauna and description of a new Triceratops from the Upper Edmonton Member: phylogeny of the Ceratopsidae. National Museum of Canada Bulletin 113:33-46","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops",12568,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Scollard Formation","Canada","Canada","National Museum of Canada","NMC 8863","location/geography","","","","","","","Alberta","morphological characteristics","Greek","","","","","","""Three horned face""","Canada","Canada","",FALSE,"","Triceratops","sp"
"Trichristolopus dubius","Trichristolopus dubius","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","NO_ORDER_SPECIFIED","Thecodontosauridae","Trichristolopus",28154,133277,"Thomas Halliday","","French","trace","","Patisi tracksite","Lesotho","","","","other","","","","","","","""uncertain""","morphological characteristics","Greek","","","","","","In reference to the three toed print","France","France","",FALSE,"","Trichristolopus","sp"
"Tridactylus machouensis","Tridactylus machouensis","Biron and Dutuit",1981,"P. E. Biron and J.-M. Dutuit. 1981. Figurations sédimentaires et traces d'activité au sol dans le Trias de la formation d'Argana et de l'Ourika (Maroc) [Sedimentary patterns and soil activity traces in the Triassic of the Argana and Ourika formations (Morocco)]. Bulletin du Muséum National d'Histoire Naturelle, 4e série, section C 3(4):399-427","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Tridactylus",76667,436506,"","","","trace","","","","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""three toes""","","","",FALSE,"","Tridactylus","sp"
"Tridigitichnus inopinatus","Tridigitichnus inopinatus","Leonardi",1994,"G. Leonardi. 1994. Annotated Atlas of South America Tetrapod Footprints (Devonian to Holocene) with an Appendix on Mexico and Central America. . República Federativa do Brasil, Ministério de Minas e Energia, Secretaria de Minas e Metalurgia, Companhia de Pesquisa de Recursos Minerais, Brasília","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Tridigitichnus",14677,340719,"William Foster",NA,"English","trace","valid","Monton Ilyo, Rio Negro Province","Argentina","","","","","","","","","","","","","","","","","","","","","","",FALSE,"wrong ref, Casamiquela but year not stated","Tridigitichnus","sp"
"Trierarchuncus prairiensis","Trierarchuncus prairiensis","Fowler et al.",2020,"D. W. Fowler, J. P. Wilson, and E. A. Freedman Fowler, C. R. Noto, D. Anduza, J. R. Horner. 2020. Trierarchuncus prairiensis gen. et sp. nov., the last alvarezsaurid: Hell Creek Formation (uppermost Maastrichtian), Montana. Cretaceous Research 116:104560","Chordata","Saurischia","Avetheropoda","Alvarezsauridae","Trierarchuncus",75223,432180,"Bryan Gee","","","dinosauria","valid","Ft. Peck reservoir, near Jordan, Garfield Co., Montana","USA","USA","Musuem of the Rockies","MOR 6622","location/geography","English","","","","","","""Species name means ‘of the prairie’, referring to the gentle plains of eastern Montana (in particular the American Prairie Reserve) where the new material was discovered.""","morphological characteristics","","","","","","","""The genus name refers to the ‘trierarch’, specifically a seafaring ship's captain (trirēmē ships of ancient Greece), and 'uncus' meaning hook (Latin).""","USA (DWF); USA (DWF); USA (JPW); USA (EAFF); USA (EAFF); USA (EAFF); USA (CRN); USA (DA); USA (JRH); USA (JRH)","USA (DWF); USA (DWF); USA (JPW); USA (EAFF); USA (EAFF); USA (EAFF); USA (CRN); USA (DA); USA (JRH); USA (JRH)","",FALSE,"","Trierarchuncus","sp"
"Trigonoolithus amoae","Trigonoolithus amoae","Moreno-Azanza et al.",2014,"M. Moreno-Azanza, J. I. Canudo, and J. M. Gasca. 2014. Unusual theropod eggshells from the Early Cretaceous Blesa Formation of the Iberian Range, Spain. Acta Palaeontologica Polonica 59(4):843-854","Chordata","Reptilia","Eosuchia","Prismatoolithidae","Trigonoolithus",70942,399334,"William Foster",NA,"","egg","valid","La Cantalera 1 site, near the village of Josa, Teruel Province, Spain.","Spain","Spain","Museo Paleontológico de la Universidad de Zaragoza, Zaragoza, Spain.","MPZ 2012/737","person","N/A","Olga Amo-Sanjuan","female","assumed from ending","Spain","explicitly stated in paper","After the late Olga Amo-Sanjuan, pioneer in the study of the Lower Cretaceous eggshell in the Iberian Range and sadly deceased.","morphological characteristics","Greek","","","","","","From the ancient Greek trigonos, triangle, in reference to the shape of the protuberances that ornament the outer surface of most fragments, and Greek oo, from the combining form for ova, egg, and lithos, stone.","Spain; Spain; Spain","Spain; Spain; Spain","",FALSE,"","Trigonoolithus","sp"
